pid,category,korean,english_common,scientific
P1852,자생초 Native,자주쓴풀,Purple Swertia,Swertia pseudochinensis
P1853,자생초 Native,진범,Korean Monkshood,Aconitum pseudolaeve
P1854,자생초 Native,놋젓가락나물,Climbing Monkshood,Aconitum ciliare
P1855,자생초 Native,백부자,White Monkshood,Aconitum coreanum
P1856,자생초 Native,천남성,Jack-in-the-Pulpit,Arisaema amurense
P1857,자생초 Native,큰천남성,Ringens Arisaema,Arisaema ringens
P1858,자생초 Native,두루미천남성,Crane Arisaema,Arisaema heterophyllum
P1859,자생초 Native,반하,Crow Dipper,Pinellia ternata
P1860,자생초 Native,연령초,Trillium,Trillium camschatcense
P1861,자생초 Native,큰연령초,Large Trillium,Trillium tschonoskii
P1862,자생초 Native,풀솜대,False Solomon's Seal,Maianthemum japonicum
P1863,자생초 Native,죽대아재비,Twisted Stalk,Streptopus ovalis
P1864,자생초 Native,윤판나물아재비,Yellow Fairy Bells,Disporum viridescens
P1865,자생초 Native,삿갓풀,Herb Paris,Paris verticillata
P1866,자생초 Native,하늘말나리,Upright Lily,Lilium tsingtauense
P1867,자생초 Native,날개하늘나리,Wing-stem Lily,Lilium dauricum
P1868,자생초 Native,솔붓꽃,Dwarf Woodland Iris,Iris ruthenica
P1869,자생초 Native,노랑붓꽃,Yellow Korean Iris,Iris koreana
P1870,자생초 Native,부처꽃,Purple Loosestrife,Lythrum salicaria
P1871,자생초 Native,털부처꽃,Hairy Loosestrife,Lythrum salicaria Herb
P1872,자생초 Native,좁쌀풀,Fringed Loosestrife,Lysimachia vulgaris
P1873,자생초 Native,참좁쌀풀,Korean Loosestrife,Lysimachia coreana
P1874,자생초 Native,까치수염,Gooseneck Loosestrife,Lysimachia barystachys
P1875,자생초 Native,이질풀,Korean Cranesbill,Geranium thunbergii
P1876,자생초 Native,둥근이질풀,Round Cranesbill,Geranium koreanum
P1877,자생초 Native,선괴불주머니,Corydalis speciosa,Corydalis speciosa
P1878,자생초 Native,산괴불주머니,Mountain Corydalis,Corydalis speciosa Mountain
P1879,자생초 Native,금강애기나리,Diamond Fairy Bells,Streptopus koreanus
P1880,자생초 Native,박새,False Hellebore,Veratrum oxysepalum
P1881,자생초 Native,여로,Black Hellebore,Veratrum maackii
P1882,자생초 Native,백선,Gas Plant,Dictamnus dasycarpus
P1883,자생초 Native,단풍취,Maple-leaf Ainsliaea,Ainsliaea acerifolia
P1884,자생초 Native,벌깨풀,Korean Dragonhead,Dracocephalum rupestre
P1885,자생초 Native,골무꽃,Korean Skullcap,Scutellaria indica
P1886,자생초 Native,금강봄맞이,Diamond Rock Jasmine,Androsace cortusifolia
P1887,허브 Herb,제노비스바질,Genovese Basil,Ocimum basilicum Genovese
P1888,허브 Herb,레몬바질,Lemon Basil,Ocimum citriodorum
P1889,허브 Herb,퍼플세이지,Purple Sage,Salvia officinalis Purpurascens
P1890,허브 Herb,클라리세이지,Clary Sage,Salvia sclarea
P1891,허브 Herb,서머세이보리,Summer Savory,Satureja hortensis
P1892,허브 Herb,펜넬 브론즈,Bronze Fennel,Foeniculum vulgare Purpureum
P1893,허브 Herb,살라드버넷,Salad Burnet,Sanguisorba minor
P1894,허브 Herb,소렐,Garden Sorrel,Rumex acetosa
P1895,허브 Herb,치커리,Chicory,Cichorium intybus
P1896,허브 Herb,에파조테,Epazote,Dysphania ambrosioides
P1897,허브 Herb,호로파,Fenugreek,Trigonella foenum-graecum
P1898,허브 Herb,레몬그라스 동인도,East Indian Lemongrass,Cymbopogon flexuosus
P1899,허브 Herb,팬돌잎,Pandan,Pandanus amaryllifolius
P1900,허브 Herb,우드러프,Sweet Woodruff,Galium odoratum
P1901,허브 Herb,코스트마리,Costmary,Tanacetum balsamita
P1902,허브 Herb,페버퓨,Feverfew,Tanacetum parthenium
P1903,허브 Herb,머그워트,Mugwort,Artemisia vulgaris
P1904,허브 Herb,서던우드,Southernwood,Artemisia abrotanum
P1905,허브 Herb,야로우,Yarrow,Achillea millefolium
P1906,허브 Herb,엘더플라워,Elderflower Herb,Sambucus nigra Herb
P1907,허브 Herb,우엉,Burdock,Arctium lappa
P1908,허브 Herb,댄들리온,Dandelion Herb,Taraxacum officinale
P1909,허브 Herb,질경이허브,Plantain Herb,Plantago major
P1910,허브 Herb,레이디스맨틀,Lady's Mantle,Alchemilla mollis
P1911,구근 Bulb,튤립 겹,Double Tulip,Tulipa Double
P1912,구근 Bulb,원종튤립,Species Tulip,Tulipa tarda
P1913,구근 Bulb,설란,Snowflake,Leucojum aestivum
P1914,구근 Bulb,아네모네 블란다,Grecian Windflower,Anemone blanda
P1915,구근 Bulb,이리스 레티쿨라타,Reticulated Iris,Iris reticulata
P1916,구근 Bulb,알리움 몰리,Golden Garlic,Allium moly
P1917,구근 Bulb,알리움 크리스토피,Star of Persia,Allium cristophii
P1918,구근 Bulb,시클라멘 코움,Eastern Cyclamen,Cyclamen coum
P1919,구근 Bulb,다알리아 폼폰,Pompon Dahlia,Dahlia Pompon
P1920,구근 Bulb,다알리아 카투스,Cactus Dahlia,Dahlia Cactus
P1921,구근 Bulb,백합 오리엔탈,Oriental Lily Stargazer,Lilium Stargazer
P1922,구근 Bulb,백합 아시아틱,Asiatic Lily,Lilium Asiatic
P1923,구근 Bulb,다투라,Angel's Trumpet,Brugmansia arborea
P1924,구근 Bulb,히메노칼리스,Spider Lily,Hymenocallis littoralis
P1925,구근 Bulb,트리토마,Torch Lily,Kniphofia caulescens
P1926,구근 Bulb,이페이온,Spring Starflower,Ipheion uniflorum
P1927,그라스 Grass,무늬수크령,Variegated Fountain Grass,Pennisetum Little Bunny
P1928,그라스 Grass,빅블루스템,Big Bluestem,Andropogon gerardii
P1929,그라스 Grass,인디언그라스,Indian Grass,Sorghastrum nutans
P1930,그라스 Grass,프레리드롭시드,Prairie Dropseed,Sporobolus heterolepis
P1931,그라스 Grass,노스윈드억새,Northwind Grass,Panicum virgatum Northwind
P1932,그라스 Grass,무늬물대,Variegated Giant Reed,Arundo donax Variegata
P1933,그라스 Grass,황금사초,Bowles Golden Sedge,Carex elata Aurea
P1934,그라스 Grass,펜실베이니아사초,Pennsylvania Sedge,Carex pensylvanica
P1935,그라스 Grass,브리자,Quaking Grass,Briza media
P1936,그라스 Grass,토끼꼬리풀,Bunny Tails,Lagurus ovatus
P1937,그라스 Grass,무늬달뿌리풀,Variegated Reed Grass,Phragmites australis Variegatus
P1938,그라스 Grass,일본무늬억새,Cabaret Miscanthus,Miscanthus sinensis Cabaret
P1939,그라스 Grass,자주억새,Purpurascens Grass,Miscanthus purpurascens
P1940,지피 Groundcover,아주가 초콜릿칩,Chocolate Chip Bugleweed,Ajuga reptans Chocolate Chip
P1941,지피 Groundcover,좀비비추,Dwarf Hosta,Hosta venusta
P1942,지피 Groundcover,무늬수호초,Variegated Pachysandra,Pachysandra terminalis Variegata
P1943,지피 Groundcover,라미움,Spotted Deadnettle,Lamium maculatum
P1944,지피 Groundcover,에피메디움,Barrenwort,Epimedium grandiflorum
P1945,수생 Aquatic,백련,White Lotus,Nelumbo nucifera Alba
P1946,수생 Aquatic,물배추 미니,Dwarf Water Lettuce,Pistia stratiotes Rosette
P1947,수생 Aquatic,물머위,Water Hawthorn,Aponogeton distachyos
P1948,수생 Aquatic,앵무깃털,Parrot's Feather,Myriophyllum aquaticum
P1949,수생 Aquatic,물칸나 노랑,Yellow Water Canna,Thalia dealbata Yellow
P1950,수생 Aquatic,수생꽃창포,Rabbit-ear Iris Water,Iris laevigata Water
P1951,수생 Aquatic,골풀수생,Corkscrew Rush Water,Juncus effusus Spiralis Water
P1952,수생 Aquatic,붕어마름,Coontail,Ceratophyllum demersum
P1953,양치 Fern,후마타고사리,Rabbit's Foot Fern,Humata tyermannii
P1954,양치 Fern,블루스타펀 마우이,Compact Blue Star Fern,Phlebodium aureum Mandaianum
P1955,양치 Fern,버튼펀,Button Fern,Pellaea rotundifolia
P1956,양치 Fern,레몬버튼펀,Lemon Button Fern,Nephrolepis cordifolia Duffii
P1957,양치 Fern,맥시칸고사리,Mexican Tree Fern,Cibotium schiedei
P1958,야자 Palm,맹그로브야자,Nipa Palm,Nypa fruticans
P1959,대나무 Bamboo,붓순대나무,Buddha Belly Bamboo,Bambusa ventricosa
P1960,대나무 Bamboo,흑죽,Timor Black Bamboo,Bambusa lako
P1961,대나무 Bamboo,봉황죽,Hedge Bamboo,Bambusa multiplex
P1962,식충 Carnivorous,붉은사라세니아,Sweet Pitcher Plant,Sarracenia rubra
P1963,식충 Carnivorous,네펜데스 라자,Giant Pitcher Plant,Nepenthes rajah
P1964,과실수 Fruit,해당화열매,Rugosa Rose Hip,Rosa rugosa Fruit
P1965,열대과실 Tropical,커피나무 로부스타,Robusta Coffee,Coffea canephora
P1966,열대과실 Tropical,카람볼라,Starfruit,Averrhoa carambola Tree
P1967,열대과실 Tropical,노니,Noni,Morinda citrifolia
P1968,열대과실 Tropical,망키통,Mangkud,Garcinia dulcis
P1969,난초 Orchid,손바닥난초,Fragrant Orchid,Gymnadenia conopsea
P1970,난초 Orchid,털복주머니란,Spotted Lady's Slipper,Cypripedium guttatum
P1971,난초 Orchid,구름병아리난초,Cloud Ponerorchis,Ponerorchis joo-iokiana
P1972,난초 Orchid,산제비란,Mandarin Platanthera,Platanthera mandarinorum
P1973,난초 Orchid,붉은사철란,Large Jewel Orchid,Goodyera macrantha
P1974,난초 Orchid,애기사철란,Creeping Jewel Orchid,Goodyera repens
P1975,난초 Orchid,키다리난초,Tall Liparis,Liparis japonica
P1976,난초 Orchid,제주방울란,Jeju Bell Orchid,Habenaria chejuensis
P1977,난초 Orchid,덴드로비움 스페키오숨,Rock Lily,Dendrobium speciosum
P1978,난초 Orchid,덴드로비움 빅토리아에,Blue Dendrobium,Dendrobium victoriae-reginae
P1979,난초 Orchid,덴드로비움 쿠트베르트소니,Cuthbertson Dendrobium,Dendrobium cuthbertsonii
P1980,난초 Orchid,카틀레야 페르시발리아나,Christmas Orchid,Cattleya percivaliana
P1981,난초 Orchid,카틀레야 막시마,Maxima Cattleya,Cattleya maxima
P1982,난초 Orchid,온시디움 바리코숨,Varicose Oncidium,Oncidium varicosum
P1983,난초 Orchid,밀토니옵시스 로에즐리,Roezl Pansy Orchid,Miltoniopsis roezlii
P1984,난초 Orchid,파피오페딜룸 벨라툴룸,Egg-in-a-Nest Slipper,Paphiopedilum bellatulum
P1985,난초 Orchid,파피오페딜룸 스피케리아눔,Spicer Slipper,Paphiopedilum spicerianum
P1986,난초 Orchid,파피오페딜룸 빌로숨,Villous Slipper,Paphiopedilum villosum
P1987,난초 Orchid,프라그미페디움 코바치,Kovach Slipper,Phragmipedium kovachii
P1988,난초 Orchid,반다 테셀라타,Checkered Vanda,Vanda tessellata
P1989,난초 Orchid,앙그레쿰 레오니스,Lion Comet Orchid,Angraecum leonis
P1990,난초 Orchid,불보필룸 로트쉴디아눔,Rothschild Bulbophyllum,Bulbophyllum rothschildianum
P1991,난초 Orchid,불보필룸 에키놀라비움,Antelope Orchid,Bulbophyllum echinolabium
P1992,난초 Orchid,마스데발리아 토바렌시스,Snow White Masdevallia,Masdevallia tovarensis
P1993,난초 Orchid,소프로니티스,Scarlet Orchid,Cattleya coccinea
P1994,난초 Orchid,프로스테케아 비텔리나,Orange Cockleshell,Prosthechea vitellina
P1995,다육 Succulent,에케베리아 미니마,Miniature Echeveria,Echeveria minima
P1996,다육 Succulent,에케베리아 라밀레테,Ramillete Echeveria,Echeveria Ramillete
P1997,다육 Succulent,에케베리아 도리스테일러,Woolly Rose,Echeveria Doris Taylor
P1998,다육 Succulent,크라술라 브레비폴리아,Short-leaf Crassula,Crassula brevifolia
P1999,다육 Succulent,크라술라 움벨라,Wine Cups,Crassula umbella
P2000,다육 Succulent,아드로미스쿠스 마리아나에,Marian Adromischus,Adromischus marianiae
P2001,다육 Succulent,아에오니움 운둘라툼,Stalked Aeonium,Aeonium undulatum
P2002,관엽 Foliage,필로덴드론 화이트나이트,White Knight Philodendron,Philodendron White Knight
P2003,관엽 Foliage,필로덴드론 화이트프린세스,White Princess Philodendron,Philodendron White Princess
P2004,관엽 Foliage,필로덴드론 화이트위저드,White Wizard Philodendron,Philodendron White Wizard
P2005,관엽 Foliage,필로덴드론 젠아이,Jungle Boogie,Philodendron Jungle Boogie
P2006,관엽 Foliage,필로덴드론 링고,Ring of Fire,Philodendron Ring of Fire
P2007,관엽 Foliage,필로덴드론 스플렌디드,Philodendron Splendid,Philodendron Splendid
P2008,관엽 Foliage,필로덴드론 페인티드레이디,Painted Lady,Philodendron Painted Lady
P2009,관엽 Foliage,필로덴드론 버킨화이트,Birkin White Wave,Philodendron Birkin White Wave
P2010,관엽 Foliage,필로덴드론 카멜레온,Golden Chameleon,Philodendron Golden Chameleon
P2011,관엽 Foliage,필로덴드론 블랙카디널,Black Cardinal,Philodendron Black Cardinal
P2012,관엽 Foliage,안스리움 빌리네아붐,Two-lined Anthurium,Anthurium bullatum
P2013,관엽 Foliage,안스리움 페덴티폴리움,Fingered Anthurium,Anthurium pedatoradiatum
P2014,관엽 Foliage,안스리움 다크마마,Dark Mama,Anthurium Dark Mama
P2015,관엽 Foliage,안스리움 애스라이드,Ace of Spades,Anthurium Ace of Spades
P2016,관엽 Foliage,몬스테라 타이콘스텔레이션,Thai Constellation,Monstera deliciosa Thai Constellation
P2017,관엽 Foliage,몬스테라 보르시지아나,Borsigiana Monstera,Monstera deliciosa Borsigiana
P2018,관엽 Foliage,몬스테라 에스켈레토,Monstera Esqueleto,Monstera epipremnoides
P2019,관엽 Foliage,알로카시아 자이언트타로,Giant Taro,Alocasia macrorrhizos
P2020,관엽 Foliage,알로카시아 핑크드래곤,Pink Dragon,Alocasia Pink Dragon
P2021,관엽 Foliage,알로카시아 마하라니,Grey Dragon Maharani,Alocasia Maharani
P2022,관엽 Foliage,알로카시아 자클린,Jacklyn Alocasia,Alocasia tandurusa Jacklyn
P2023,관엽 Foliage,알로카시아 바리에가타,Variegated Alocasia,Alocasia macrorrhizos Variegata
P2024,관엽 Foliage,싱고니움 삼각백합,Arrowhead Green,Syngonium podophyllum Green
P2025,관엽 Foliage,싱고니움 크리미,Strawberry Cream,Syngonium Strawberry
P2026,관엽 Foliage,싱고니움 트리컬러,Confetti Tricolor,Syngonium Confetti
P2027,관엽 Foliage,아글라오네마 프로스티,Frosty Aglaonema,Aglaonema Frosty
P2028,관엽 Foliage,아글라오네마 립스틱,Lipstick Aglaonema,Aglaonema Lipstick
P2029,관엽 Foliage,아글라오네마 골든마다가스카르,Golden Madagascar,Aglaonema Golden Madagascar
P2030,관엽 Foliage,아글라오네마 치킨,Chocolate Aglaonema,Aglaonema Chocolate
P2031,관엽 Foliage,칼라데아 화이트퓨전,White Fusion Calathea,Goeppertia White Fusion
P2032,관엽 Foliage,칼라데아 프레디,Freddie Calathea,Goeppertia concinna Freddie
P2033,관엽 Foliage,칼라데아 도티,Dottie Calathea,Goeppertia roseopicta Dottie
P2034,관엽 Foliage,칼라데아 미스티,Misto Calathea,Goeppertia Misto
P2035,관엽 Foliage,칼라데아 플라멩코,Flamestar,Goeppertia Flamestar
P2036,관엽 Foliage,마란타 실버밴드,Silver Band Maranta,Maranta leuconeura Silver Band
P2037,관엽 Foliage,호야 트리컬러,Krimson Queen,Hoya carnosa Krimson Queen
P2038,관엽 Foliage,호야 크림슨프린세스,Krimson Princess,Hoya carnosa Krimson Princess
P2039,관엽 Foliage,호야 선라이즈,Hoya Sunrise,Hoya Sunrise
P2040,관엽 Foliage,호야 마틸데,Hoya Mathilde,Hoya Mathilde
P2041,관엽 Foliage,호야 폴리네우라,Fishtail Hoya,Hoya polyneura
P2042,관엽 Foliage,호야 로툰디플로라,Square-leaf Hoya,Hoya rotundiflora
P2043,관엽 Foliage,호야 세부아나,Cebu Hoya,Hoya cebuana
P2044,관엽 Foliage,페페로미아 프로스타타 리버,Turtle String,Peperomia prostrata River
P2045,관엽 Foliage,페페로미아 산데르시,Watermelon Sanderii,Peperomia sandersii
P2046,관엽 Foliage,페페로미아 루비카울리스,Ruby Cascade,Peperomia rubella
P2047,관엽 Foliage,페페로미아 아블롱기폴리아,Teardrop Peperomia,Peperomia orba
P2048,관엽 Foliage,페페로미아 자바,Jayde Peperomia,Peperomia polybotrya Jayde
P2049,관엽 Foliage,베고니아 마쿨라타 완카이,Wightii Polka Dot,Begonia maculata Wightii
P2050,관엽 Foliage,베고니아 파이어우드,Fireworks Rex,Begonia rex Fireworks
P2051,관엽 Foliage,베고니아 실버스팟,Silver Spot Begonia,Begonia Silver Spot
P2052,관엽 Foliage,베고니아 티거,Tiger Kitten,Begonia bowerae Tiger
P2053,관엽 Foliage,드라세나 콤팩타 화이트,White Jewel Dracaena,Dracaena deremensis White Jewel
P2054,관엽 Foliage,드라세나 소콜,Song of Jamaica,Dracaena reflexa Song of Jamaica
P2055,관엽 Foliage,산세베리아 화이트라이트닝,White Lightning,Dracaena trifasciata Bantel
P2056,관엽 Foliage,산세베리아 골든하니,Golden Hahnii,Dracaena trifasciata Golden Hahnii
P2057,관엽 Foliage,산세베리아 블랙코랄,Black Coral,Dracaena trifasciata Black Coral
P2058,관엽 Foliage,산세베리아 퓨쳐,Futura Superba,Dracaena trifasciata Futura
P2059,관엽 Foliage,자미오쿨카스 짐,ZZ Plant Zenzi,Zamioculcas zamiifolia Zenzi
P2060,관엽 Foliage,자미오쿨카스 바리에가타,Variegated ZZ,Zamioculcas zamiifolia Variegata
P2061,관엽 Foliage,피쿠스 오드리,Audrey Fig,Ficus benghalensis Audrey
P2062,관엽 Foliage,피쿠스 무늬고무,Ficus Shivereana,Ficus elastica Shivereana
P2063,관엽 Foliage,피쿠스 벨리즈,Ficus Belize,Ficus elastica Belize
P2064,관엽 Foliage,피쿠스 문샤인,Ficus Moonshine,Ficus elastica Moonshine
P2065,관엽 Foliage,무늬몬스테라 아단소니,Adansonii Variegata,Monstera adansonii Variegata
P2066,관엽 Foliage,에피프렘넘 스켈레톤키,Skeleton Key,Epipremnum pinnatum Skeleton Key
P2067,관엽 Foliage,에피프렘넘 글로벌그린,Global Green Pothos,Epipremnum aureum Global Green
P2068,관엽 Foliage,에피프렘넘 하와이안,Hawaiian Pothos,Epipremnum aureum Hawaiian
P2069,관엽 Foliage,에피프렘넘 만줄라,Manjula Pothos,Epipremnum aureum Manjula
P2070,관엽 Foliage,에피프렘넘 은둘라,N'Joy Pothos,Epipremnum aureum N Joy
P2071,관엽 Foliage,스킨답서스 실버레이디,Silver Lady Scindapsus,Scindapsus Silver Lady
P2072,관엽 Foliage,스킨답서스 실버히어로,Silver Hero,Scindapsus Silver Hero
P2073,관엽 Foliage,라피도포라 하이,Hay Rhaphidophora,Rhaphidophora hayi
P2074,관엽 Foliage,셀로움 후페아,Hope Selloum,Thaumatophyllum Hope
P2075,관엽 Foliage,필레아 노포크,Norfolk Pilea,Pilea involucrata Norfolk
P2076,관엽 Foliage,필레아 실버스파클,Silver Sparkle,Pilea glauca
P2077,관엽 Foliage,트라데스칸티아 리아,Tradescantia Lilac,Tradescantia Lilac
P2078,관엽 Foliage,트라데스칸티아 부르가운디,Burgundy Spiderwort,Tradescantia pallida Burgundy
P2079,관엽 Foliage,콜레우스 위저드,Wizard Coleus,Coleus Wizard
